HSHD_NUM,HH_KEY,ACCOUNT_KEY,HEAD_OF_HH,CITY,STATE,ZIP_CODE,AGE_RANGE
3593,76276933,159133853,N,DELAWARE,OH,43015,55-64
263,75840565,159134084,N,SPRING HILL,TN,37174,65-74
4672,156465,159134101,N,LEXINGTON,KY,40513,NOT AVAILABLE
2596,2589421,159133897,N,CINCINNATI,OH,45245,NOT AVAILABLE
740,73781201,159133832,N,MURFREESBORO,TN,37129,75+
377,165028,159133846,N,LUDLOW,KY,41016,55-64
305,1318222,159133890,N,BEAVERCREEK,OH,45434,75+
3667,77056602,159155786,N,CINCINNATI,OH,45218,45-54
62,630247,159155605,N,LEBANON,OH,45036,45-54
1685,74171440,159158018,N,NEWPORT,MI,48166,NOT AVAILABLE
4676,16068439,159157610,N,WESTERVILLE,OH,43082,NOT AVAILABLE
3916,295199,159157748,N,WASHINGTON CH,OH,43160,55-64
4095,11963261,159159064,N,AUGUSTA,GA,30904,55-64
4028,74977012,159160490,N,FAIRLAND,IN,46126,55-64
1956,16073002,159161024,N,DAYTON,OH,45424,45-54
2687,80339294,159155162,N,GREENWOOD,IN,46143,45-54
3211,16188170,159155201,N,DUBLIN,OH,43017,45-54
1733,17443824,159154925,N,COLUMBUS,OH,43221,55-64
3590,10341074,159154933,N,COLUMBUS,OH,43235,75+
2511,18456511,159155346,N,MILFORD,MI,48381,65-74
3889,731797,159155353,N,UNION,KY,41091,55-64
3431,15862705,159155003,N,BROOKVILLE,OH,45309,65-74
799,73301768,159154939,N,MARION,IL,62959,NOT AVAILABLE
4452,71515,159155420,N,LOUISVILLE,KY,40205,55-64
2604,3497135,159155064,N,GRAND BLANC,MI,48439,75+
633,76034798,159155068,N,INDIANAPOLIS,IN,46227,55-64
540,73766387,159176354,N,MIDDLETOWN,OH,45042,NOT AVAILABLE
3103,75864609,159176410,N,CINCINNATI,OH,45244,55-64
4294,6995386,159176775,N,CINCINNATI,OH,45251,NOT AVAILABLE
3824,16177383,159177003,N,LOUISVILLE,KY,40208,45-54
806,1664226,159178713,N,TEMPERANCE,MI,48182,45-54
3374,17403480,159178738,N,TOLEDO,OH,43608,45-54
3521,73954620,159179982,N,NORCROSS,GA,30093,45-54
2009,73687015,159178690,N,FREMONT,OH,43420.0,NOT AVAILABLE
717,78735677,159178924,N,MADISON,TN,37115,35-44
3414,1849415,159181157,N,LUCASVILLE,OH,45648,45-54
4585,14231974,159181214,N,GREENFIELD,IN,46140,45-54
3196,17580037,159181231,N,BROWNSBURG,IN,46112,45-54
4397,77804333,159181243,N,GREENFIELD,IN,46140,45-54
3304,73362594,159181336,N,INDIANAPOLIS,IN,46268,55-64
3994,13491069,159181344,N,TERRE HAUTE,IN,47805,65-74
1158,17321790,159181892,N,SPRINGBORO,OH,45066,45-54
265,75380648,159175456,N,LONDON,KY,40741,45-54
2542,1172471,159175485,N,WESTERVILLE,OH,43081,55-64
2665,378009,159175883,N,COLUMBUS,OH,43235.0,65-74
4886,77032489,159175470,N,FLINT,MI,48507.0,75+
3950,17233161,159175493,N,DAYTON,OH,45458,65-74
2370,80236573,159199429,N,CINCINNATI,OH,45237,45-54
381,71975210,159199913,N,CINCINNATI,OH,45202,55-64
720,9694503,159200083,N,PROSPECT,KY,40059,45-54
3606,426852,159202145,N,TOLEDO,OH,43613,NOT AVAILABLE
822,5909014,159202434,N,CINCINNATI,OH,45206,45-54
2101,74228802,159202040,N,MAUMEE,OH,43537,NOT AVAILABLE
4134,74250069,159202303,N,ANTIOCH,TN,37013,65-74
3597,77945591,159204001,N,WARREN,MI,48091,NOT AVAILABLE
1353,8513039,159204621,N,CORUNNA,MI,48817,45-54
2179,17991182,159205491,N,DAYTON,OH,45405,45-54
486,77414995,159198104,N,SOUTH LEBANON,OH,45065,65-74
4458,70179458,159198135,N,ORIENT,OH,43146,NOT AVAILABLE
1724,16298421,159198734,N,SANDUSKY,OH,44870,NOT AVAILABLE
3263,76362438,159198808,N,NASHVILLE,TN,37211,25-34
1178,79995012,159198425,N,LEXINGTON,KY,40509,45-54
2703,4823619,159198763,N,HARRISON,OH,45030.0,45-54
3516,15866992,159198845,N,TROY,OH,45373,NOT AVAILABLE
215,80087849,159217965,N,CINCINNATI,OH,45244,55-64
4425,12070406,159218057,N,CINCINNATI,OH,45224,NOT AVAILABLE
2313,17847048,159218171,N,CINCINNATI,OH,45239.0,55-64
2215,18698296,159219294,N,COLUMBUS,OH,43235,45-54
2638,73547052,159219542,N,MURFREESBORO,TN,37128,45-54
4183,74320339,159219358,N,COLUMBUS,OH,43227,65-74
3092,39674,159219600,N,BRENTWOOD,TN,37027,45-54
793,9423009,159220411,N,DEARBORN,MI,48126,65-74
1002,74758081,159220205,N,INDEPENDENCE,KY,41051,55-64
1916,18030335,159220965,N,FORT WAYNE,IN,46806,45-54
963,76718409,159220715,N,RACELAND,KY,41169,55-64
2518,80239258,159220819,N,NEW CASTLE,IN,47362,45-54
2554,1806434,159239884,N,CINCINNATI,OH,45223,NOT AVAILABLE
607,73601420,159239894,N,LEBANON,OH,45036,45-54
1839,70666843,159240154,N,GUILFORD,IN,47022,45-54
2344,80242202,159240165,N,MILFORD,OH,45150,NOT AVAILABLE
3968,54515,159240464,N,GOSHEN,KY,40026,75+
3452,73702448,159239812,N,CINCINNATI,OH,45208,75+
2379,73959394,159239917,N,CHEVIOT,OH,45211,NOT AVAILABLE
3066,6312300,159242135,N,FLOWER MOUND,TX,75028.0,65-74
1420,4761309,159242465,N,WASHINGTON CH,OH,43160,45-54
470,74879999,159242780,N,TOLEDO,OH,43613,35-44
4718,76997361,159242483,N,COLUMBUS,OH,43219,45-54
1562,75815373,159242775,N,FINDLAY,OH,45840,45-54
4415,5651455,159242884,N,TOLEDO,OH,43609,65-74
1208,12374657,159243051,N,NASHVILLE,TN,37211,55-64
2301,17917045,159243199,N,RICHMOND,KY,40475,35-44
31,6285789,159244694,N,VILLA HILLS,KY,41017,55-64
1296,74638853,159244992,N,FLINT,MI,48532,45-54
369,80239329,159245850,N,FISHERS,IN,46037,35-44
3272,77090106,159245863,N,FORT WAYNE,IN,46806,35-44
2264,9983453,159245069,N,BANCROFT,MI,48414,45-54
1398,5309406,159245586,N,UNION,KY,41091,45-54
3980,75958797,159245688,N,FLATWOODS,KY,41139,55-64
3544,16206379,159239246,N,COLUMBUS,OH,43214,NOT AVAILABLE
688,10939110,159238875,N,WILLIAMSBURG,OH,45176,65-74
2166,78058444,159239008,N,WESTFIELD,IN,46074,65-74
4353,14982643,159239085,N,DAYTON,OH,45414,NOT AVAILABLE
3831,18486350,159258887,N,CINCINNATI,OH,45237,55-64
3760,6283763,159259133,N,PROSPECT,KY,40059.0,55-64
4265,17775214,159260350,N,TOLEDO,OH,43611,NOT AVAILABLE
703,373857,159260212,N,COLUMBUS,OH,43207,55-64
1609,73454539,159262272,N,SPRINGFIELD,OH,45506,55-64
892,17727857,159261898,N,INDIANAPOLIS,IN,46237,45-54
4944,75605819,159258371,N,DAYTON,OH,45414,55-64
3975,77651556,159258436,N,CINCINNATI,OH,45213,35-44
3183,10263251,159258074,N,WEST CHESTER,OH,45069,45-54
4573,80309331,159258671,N,COLUMBUS,OH,43211,NOT AVAILABLE
4299,74792245,159263685,N,COOPER CITY,FL,33328,NOT AVAILABLE
1141,89933,159263553,N,LOUISVILLE,KY,40214,75+
716,5282068,159278811,N,CINCINNATI,OH,45213,NOT AVAILABLE
1899,2719628,159278979,N,LIBERTY TWP,OH,45011.0,35-44
4671,741818,159279013,N,CINCINNATI,OH,45248,NOT AVAILABLE
1818,75729255,159281279,N,TOLEDO,OH,43612,35-44
4541,7155484,159278890,N,CINCINNATI,OH,45255,35-44
4845,77332599,159278938,N,CINCINNATI,OH,45213,55-64
1834,4892335,159278957,N,HAMILTON,OH,45011,45-54
430,73169223,159280922,N,COLUMBUS,OH,43229,NOT AVAILABLE
1301,18917895,159281946,N,RICHMOND,KY,40475,45-54
307,77134798,159280981,N,COLUMBUS,OH,43211,45-54
3363,74756891,159281040,N,HILLIARD,OH,43026,35-44
1056,79994582,159281076,N,COLUMBUS,OH,43235,45-54
4787,75711517,159282289,N,RIVERDALE,GA,30274,45-54
2452,17811622,159282385,N,MONROE,GA,30655,55-64
1253,18132681,159283089,N,ROCKWOOD,MI,48173.0,45-54
2722,2677452,159283697,N,FRANKLIN,IN,46131,55-64
3212,80331674,159277988,N,REYNOLDSBURG,OH,43068,35-44
3929,6878081,159278099,N,MASON,OH,45040,45-54
23,80253685,159278185,N,ZIONSVILLE,IN,46077,35-44
4924,17476699,159278217,N,POWDER SPRINGS,GA,30127,NOT AVAILABLE
2176,13637495,159278569,N,HILLIARD,OH,43026,NOT AVAILABLE
1061,77198747,159303585,N,WEST CHESTER,OH,45069,NOT AVAILABLE
3131,76316536,159303548,N,CINCINNATI,OH,45227,75+
3888,164266,159303723,N,BURLINGTON,KY,41005.0,55-64
2365,15206096,159303949,N,WEST CHESTER,OH,45069,NOT AVAILABLE
2190,3054887,159304014,N,LOUISVILLE,KY,40258.0,NOT AVAILABLE
778,265391,159305974,N,WESTERVILLE,OH,43082,55-64
4683,70212764,159307469,N,STONE MOUNTAIN,GA,30083,NOT AVAILABLE
3259,17881316,159307989,N,ELSMERE,KY,41018,45-54
2766,74597793,159308125,N,PORT HURON,MI,48060,45-54
138,2345967,159308900,N,FLATWOODS,KY,41139,65-74
1729,17023971,159309070,N,LAFAYETTE,IN,47909,65-74
846,76870440,159309151,N,INDIANAPOLIS,IN,46280,45-54
1402,80293733,159309192,N,ELLETTSVILLE,IN,47429,45-54
4017,6034128,159309205,N,COLUMBUS,IN,47203,45-54
1072,17403301,159309696,N,KETTERING,OH,45429,35-44
1327,1062842,159302690,N,LAFAYETTE,IN,47904,65-74
529,80251337,159303047,N,PLYMOUTH,MI,48170,75+
4015,17668887,159303050,N,LOUISVILLE,KY,40299,NOT AVAILABLE
3609,1297549,159302729,N,OAKWOOD,OH,45419,55-64
1855,18614482,159303101,N,KNOXVILLE,TN,37932,55-64
386,73362949,159302777,N,CINCINNATI,OH,45239,65-74
3563,14943915,159322706,N,CINCINNATI,OH,45245,65-74
4288,1789464,159322931,N,CINCINNATI,OH,45255,NOT AVAILABLE
2415,15837369,159322990,N,CINCINNATI,OH,45226,45-54
3184,5773943,159322992,N,MAINEVILLE,OH,45039,35-44
3382,76637208,159323532,N,GOSHEN,IN,46528,45-54
4352,16244141,159324140,N,COLUMBUS,OH,43222,NOT AVAILABLE
3603,74847224,159324360,N,COLUMBIA,TN,38401,35-44
2332,79767604,159324374,N,KNOXVILLE,TN,37932,NOT AVAILABLE
1255,18681419,159325075,N,DEARBORN HEIGHTS,MI,48125,NOT AVAILABLE
1838,70185743,159325220,N,SOUTH LYON,MI,48178,NOT AVAILABLE
3338,75225795,159324457,N,LANCASTER,OH,43130,35-44
3191,80238022,159325109,N,PORT HURON,MI,48060,25-34
2795,11814302,159325591,N,INDIANAPOLIS,IN,46225,65-74
4341,75615073,159325589,N,BRAZIL,IN,47834,35-44
2100,74533704,159325747,N,THOMPSONVILLE,IL,62890,35-44
1403,2999390,159348501,N,GOSHEN,OH,45122,55-64
1711,74755789,159348754,N,CINCINNATI,OH,45238.0,45-54
2035,190779,159348791,N,FORT THOMAS,KY,41075,55-64
2534,577788,159348635,N,OKEANA,OH,45053,55-64
3145,73451887,159348661,N,MONROE,OH,45050,NOT AVAILABLE
3355,8340617,159349281,N,LOUISVILLE,KY,40291,55-64
2877,73315282,159351337,N,WESTERVILLE,OH,43081.0,45-54
3061,16442200,159351343,N,BEXLEY,OH,43209,45-54
3229,4947838,159351751,N,TOLEDO,OH,43615,NOT AVAILABLE
508,1671637,159351788,N,BOWLING GREEN,OH,43402,55-64
4338,80244542,159352034,N,LEBANON,TN,37087,45-54
2050,78329887,159354000,N,ERLANGER,KY,41018,45-54
2440,73756934,159354014,N,ERLANGER,KY,41018,55-64
2450,76467643,159354796,N,LYNDHURST,OH,44124,45-54
3052,75425713,159353967,N,LAKESIDE PARK,KY,41017,45-54
1776,76633779,159354170,N,ECORSE,MI,48229,25-34
4195,77254041,159355083,N,FRANKFORT,OH,45628,55-64
4971,70004531,159355292,N,CONNERSVILLE,IN,47331,NOT AVAILABLE
712,14255207,159355452,N,DECATUR,IN,46733,55-64
1635,78741878,159356047,N,DAYTON,OH,45439,45-54
4714,76820768,159356132,N,MORAINE,OH,45439,45-54
1367,7451015,159347557,N,CLEVES,OH,45002,55-64
928,73698199,159348171,N,HARRISON,OH,45030,35-44
4334,77136670,159348238,N,ELKHART,IN,46516,55-64
16,75746661,159347859,N,NOVI,MI,48375,45-54
1021,76465178,159347893,N,COLUMBUS,OH,43228,45-54
4583,73612155,159347937,N,LAWRENCEBURG,IN,47025,NOT AVAILABLE
1197,76966869,159459552,N,CINCINNATI,OH,45237,45-54
4760,4819480,159459756,N,CLEVES,OH,45002,NOT AVAILABLE
1201,77289898,159459764,N,CINCINNATI,OH,45240,55-64
4031,16719486,159459836,N,WILMINGTON,OH,45177,NOT AVAILABLE
3031,80322830,159242810,N,MONROE,MI,48162,55-64
1417,17228548,159459978,N,WEST CHESTER,OH,45069,NOT AVAILABLE
984,17656134,159462284,N,WOODSTOCK,GA,30188,75+
1718,74750018,159463781,N,LIVONIA,MI,48150,55-64
3461,18052872,159463227,N,NORCROSS,GA,30093,45-54
965,78733718,159464844,N,INDIANAPOLIS,IN,46208.0,45-54
1306,70489359,159465096,N,UNION,OH,45322,75+
934,17631327,159465106,N,CENTERVILLE,OH,45459,55-64
809,6460600,159465115,N,DAYTON,OH,45459,NOT AVAILABLE
758,76561886,159465117,N,DAYTON,OH,45417,45-54
18,15845926,159464740,N,INDIANAPOLIS,IN,46220,45-54
2831,80312287,159458971,N,CINCINNATI,OH,45246,35-44
1234,9955273,159458978,N,CLINTON TOWNSHIP,MI,48038,35-44
885,77419725,159459100,N,EVANS,GA,30809,65-74
2093,11531298,159458775,N,TOLEDO,OH,43615,35-44
233,5787689,159458877,N,CINCINNATI,OH,45211,55-64
3921,75279955,159471656,N,DAYTON,OH,45419,NOT AVAILABLE
3268,73492960,159471599,N,FISHERS,IN,46037,55-64
2036,77218931,159487284,N,FRANKLIN,OH,45005,25-34
1864,80449949,159487658,N,LOUISVILLE,KY,40299,35-44
385,75227228,159487788,N,NEW CASTLE,KY,40050,45-54
4646,282577,159489570,N,HEATH,OH,43056,45-54
388,77269416,159490174,N,NASHVILLE,TN,37212,35-44
1548,18070261,159490182,N,MADISON,TN,37115,35-44
1631,16753880,159491368,N,LOGANVILLE,GA,30052,65-74
3034,75114156,159492846,N,DANVILLE,IN,46122,NOT AVAILABLE
855,6859999,159486141,N,LOUISVILLE,KY,40245.0,35-44
4447,80238094,159486546,N,CINCINNATI,OH,45219,25-34
4917,4823066,159486772,N,CINCINNATI,OH,45251,NOT AVAILABLE
3405,17971414,159486742,N,NASHVILLE,TN,37214,NOT AVAILABLE
1219,6304433,159486756,N,CINCINNATI,OH,45244,35-44
4664,1315948,159486478,N,BEAVERCREEK,OH,45431,65-74
1961,77217256,159516921,N,BLANCHESTER,OH,45107,45-54
15,73799752,159517801,N,OWOSSO,MI,48867,45-54
471,71971472,159519437,N,REYNOLDSBURG,OH,43068,65-74
4997,74973584,159520093,N,SPRING HILL,TN,37174,NOT AVAILABLE
2891,376485,159519478,N,COLUMBUS,OH,43235,55-64
2032,74320924,159519585,N,COLUMBUS,OH,43217,55-64
4883,70652666,159519667,N,COLUMBUS,OH,43224,NOT AVAILABLE
881,6131763,159519875,N,TOLEDO,OH,43614,55-64
2716,80387160,159516058,N,GEORGETOWN,KY,40324,75+
3636,7447143,159520212,N,NASHVILLE,TN,37210,45-54
3686,5199556,159520371,N,LEXINGTON,KY,40517.0,55-64
4566,70341746,159521408,N,CANTON,GA,30115,NOT AVAILABLE
3850,76628128,159522303,N,HARPER WOODS,MI,48225,55-64
448,74761024,159523079,N,INDIANAPOLIS,IN,46227,NOT AVAILABLE
4630,18304503,159523129,N,PLAINFIELD,IN,46168.0,NOT AVAILABLE
4406,8298012,159523782,N,WEST LIBERTY,OH,43357.0,NOT AVAILABLE
3701,76903958,159523845,N,MORAINE,OH,45439,45-54
190,73862061,159516016,N,SPRINGBORO,OH,45066,45-54
596,11217274,159516517,N,THOMPSONS STATION,TN,37179,65-74
2671,79938554,159516562,N,FORT WAYNE,IN,46804,45-54
2962,76903155,159516606,N,MARIETTA,GA,30006,NOT AVAILABLE
78,80387227,159536531,N,MILFORD,OH,45150,NOT AVAILABLE
771,355003,159537976,N,COLUMBUS,OH,43227,45-54
751,15111099,159538004,N,COLUMBUS,OH,43223,35-44
683,76094187,159538211,N,LA VERGNE,TN,37086,35-44
306,75021881,159538779,N,ACWORTH,GA,30101,65-74
3448,16197691,159539057,N,CLARKSTON,MI,48348,45-54
3913,17035945,159538227,N,NASHVILLE,TN,37211,45-54
2510,15997367,159538265,N,NASHVILLE,TN,37220,65-74
1039,75995319,159538764,N,SMYRNA,GA,30080,55-64
4892,73537111,159538803,N,ATLANTA,GA,30315,NOT AVAILABLE
1965,77201064,159539722,N,INDIANAPOLIS,IN,46201,35-44
3773,760325,159567625,N,CINCINNATI,OH,45240,45-54
208,73060238,159568240,N,JEFFERSONVILLE,IN,47130,45-54
4859,687275,159567713,N,SAINT BERNARD,OH,45217,NOT AVAILABLE
4894,17033602,159570995,N,SPRING HILL,TN,37174,35-44
2807,304601,159570359,N,PLEASANTVILLE,OH,43148,45-54
964,17639070,159566605,N,WESTFIELD,IN,46074,55-64
1118,1056279,159573928,N,TERRE HAUTE,IN,47803,55-64
2097,75840677,159573820,N,HUNTINGTON,WV,25705,45-54
304,18760972,159574129,N,FISHERS,IN,46038,75+
1555,671752,159566708,N,CINCINNATI,OH,45212,55-64
4911,646489,159566723,N,CINCINNATI,OH,45236,NOT AVAILABLE
3290,14918905,159566619,N,FORT WAYNE,IN,46816,55-64
2391,80283019,159566424,N,PICKERINGTON,OH,43147,NOT AVAILABLE
92,76859436,159566448,N,WORTHINGTON,OH,43085,65-74
604,80289970,159566104,N,FRANKLIN,TN,37067,NOT AVAILABLE
2682,74759897,159566520,N,ANNA,IL,62906,45-54
2296,749352,159590314,N,CINCINNATI,OH,45211,75+
639,70135138,159590728,N,MOUNT JULIET,TN,37122,35-44
3663,8066652,159590210,N,MASON,OH,45040.0,65-74
4578,16441084,159590320,N,CINCINNATI,OH,45213,55-64
723,11139184,159590448,N,MILFORD,OH,45150,65-74
4094,7359325,159590824,N,LOUISVILLE,KY,40291,45-54
1307,17505201,159592499,N,CANAL WINCHESTER,OH,43110,25-34
1931,8227243,159592742,N,SEVIERVILLE,TN,37876,35-44
11,8083467,159592915,N,DEFIANCE,OH,43512,55-64
4396,6698130,159593144,N,LEXINGTON,KY,40504.0,NOT AVAILABLE
3241,74601507,159593215,N,GEORGETOWN,KY,40324,45-54
3595,74521973,159594532,N,FLORENCE,KY,41042,NOT AVAILABLE
4867,4904228,159595579,N,INDIANAPOLIS,IN,46260,NOT AVAILABLE
427,807895,159589325,N,CINCINNATI,OH,45255,45-54
4812,76517471,159589730,N,SPRINGFIELD,OH,45504,55-64
779,796408,159589737,N,CINCINNATI,OH,45248,75+
8,329995,159589719,N,COLUMBUS,OH,43214,65-74
124,79816090,159589887,N,CINCINNATI,OH,45227,NOT AVAILABLE
2702,15059796,159612021,N,LOUISVILLE,KY,40219,45-54
3940,17630554,159612053,N,CRESTWOOD,KY,40014,45-54
646,71989454,159611518,N,CINCINNATI,OH,45224,NOT AVAILABLE
2378,73204463,159614492,N,LEXINGTON,KY,40516,55-64
318,6871022,159614074,N,TOLEDO,OH,43604,NOT AVAILABLE
3223,5796495,159616765,N,INDIANAPOLIS,IN,46268,45-54
4263,10883864,159616977,N,INDIANAPOLIS,IN,46241,NOT AVAILABLE
2563,3231571,159616785,N,INDIANAPOLIS,IN,46250,55-64
4086,2725304,159616803,N,SHELBYVILLE,IN,46176,45-54
4178,17965597,159617425,N,ENGLEWOOD,OH,45322,35-44
3362,70295790,159617423,N,SPRINGFIELD,OH,45506,55-64
2688,9755335,159610480,N,CINCINNATI,OH,45213,45-54
4704,652875,159610579,N,CINCINNATI,OH,45202,NOT AVAILABLE
1990,791782,159610597,N,CINCINNATI,OH,45247.0,35-44
2336,75657730,159611028,N,LOUISVILLE,KY,40204,25-34
1101,74774299,159634593,N,PROSPECT,OH,43342,45-54
920,76629562,159634906,N,TOLEDO,OH,43612,45-54
4688,80389771,159637297,N,CLARKSVILLE,OH,45113,NOT AVAILABLE
3056,73740017,159637397,N,TERRE HAUTE,IN,47803,NOT AVAILABLE
2330,15986962,159637410,N,COATESVILLE,IN,46121,55-64
4679,76183975,159637462,N,SHELBYVILLE,IN,46176,45-54
1083,867184,159637977,N,DAYTON,OH,45415,55-64
490,1280566,159638024,N,WEST CARROLLTON,OH,45449.0,65-74
64,1825335,159638121,N,SIDNEY,OH,45365,45-54
2298,530731,159631698,N,HAMILTON,OH,45013,65-74
2425,11971355,159631360,N,SAINT HENRY,OH,45883,65-74
1593,18631015,159631369,N,WESTERVILLE,OH,43081.0,65-74
2494,3452403,159631810,N,HOWELL,MI,48843.0,35-44
1658,16183197,159631414,N,SPRINGBORO,OH,45066,NOT AVAILABLE
1981,6983152,159631816,N,LOUISVILLE,KY,40207,45-54
1338,80004649,159631515,N,LATONIA,KY,41015,55-64
769,654197,159655792,N,MASON,OH,45040,75+
2192,73529085,159655822,N,CINCINNATI,OH,45205.0,NOT AVAILABLE
3642,5603380,159655939,N,CINCINNATI,OH,45217,45-54
2077,74383523,159656258,N,NEWPORT,KY,41071,NOT AVAILABLE
1714,112848,159656483,N,LOUISVILLE,KY,40245,NOT AVAILABLE
4784,71961840,159656638,N,LOUISVILLE,KY,40299,NOT AVAILABLE
4741,424464,159658749,N,TOLEDO,OH,43611,NOT AVAILABLE
79,16162573,159660279,N,ALPHARETTA,GA,30022,45-54
3124,7190257,159661673,N,HURRICANE,WV,25526,45-54
1405,834052,159662640,N,FAIRBORN,OH,45324.0,35-44
2808,1232476,159654598,N,CINCINNATI,OH,45247,75+
3942,1712162,159655133,N,TWINSBURG,OH,44087,55-64
1014,1805073,159655128,N,CINCINNATI,OH,45211.0,45-54
326,14427766,159655212,N,TERRE HAUTE,IN,47805,55-64
3879,76927457,159655215,N,PERRYSBURG,OH,43551,65-74
4589,1291118,159655297,N,DAYTON,OH,45414,75+
1320,80456593,159654893,N,FRANKFORT,KY,40601,NOT AVAILABLE
3491,3188566,159655324,N,FORT WAYNE,IN,46806,55-64
4807,6649517,159655346,N,WILDER,KY,41076,NOT AVAILABLE
4904,4418093,159654960,N,CINCINNATI,OH,45242,NOT AVAILABLE
1659,77156480,159665390,N,LOUISVILLE,KY,40229,45-54
2436,78463551,159666968,N,LEXINGTON,KY,40509,55-64
1692,78375482,159667386,N,MARIETTA,GA,30064,55-64
730,75379383,159666670,N,MONROE,MI,48161,65-74
4823,1394886,159668459,N,INDIANAPOLIS,IN,46227,NOT AVAILABLE
2575,75767351,159667677,N,CINCINNATI,OH,45230,NOT AVAILABLE
4735,520587,159697611,N,CINCINNATI,OH,45236,NOT AVAILABLE
2679,80458327,159697738,N,SIDNEY,OH,45365,35-44
214,74269182,159697491,N,OREGON,OH,43616,45-54
2549,4756075,159698298,N,LOUISVILLE,KY,40241,45-54
1835,294647,159700596,N,WASHINGTON CH,OH,43160,55-64
2913,77235035,159700940,N,FREMONT,OH,43420,55-64
3455,16389536,159699949,N,KINGSFORD HEIGHTS,IN,46346,45-54
3668,74825000,159701112,N,NASHVILLE,TN,37217,55-64
1746,76602182,159701343,N,NICHOLASVILLE,KY,40356,55-64
1421,13552861,159704282,N,AURORA,IN,47001.0,65-74
2777,16681101,159704556,N,INDIANAPOLIS,IN,46219,NOT AVAILABLE
4180,10218366,159704569,N,GREENWOOD,IN,46142,NOT AVAILABLE
3765,12547266,159696296,N,BURLINGTON,KY,41005,55-64
1690,6138583,159696394,N,HAMILTON,OH,45013.0,75+
746,2041146,159696346,N,COLD SPRING,KY,41076,65-74
340,6510514,159696404,N,LEBANON,OH,45036,55-64
3050,6321159,159696200,N,SHELBY TOWNSHIP,MI,48316,55-64
1430,440240,159696799,N,CARMEL,IN,46033,65-74
1416,3205025,159696676,N,SAVANNAH,GA,31410,65-74
1092,77321925,159721993,N,CINCINNATI,OH,45204,55-64
4913,80395516,159722223,N,LOVELAND,OH,45140,NOT AVAILABLE
4054,75285789,159725852,N,MARIETTA,GA,30067,55-64
4661,80397010,159747157,N,MARIETTA,GA,30062,45-54
2613,15309377,159720696,N,CINCINNATI,OH,45248,NOT AVAILABLE
2701,74705312,159721099,N,UNION,KY,41091,NOT AVAILABLE
3248,8113948,159721127,N,LAWRENCEBURG,IN,47025,55-64
1489,1559254,159720775,N,FLORENCE,KY,41042,65-74
3314,76762781,159746125,N,NASHVILLE,TN,37208,55-64
3524,74922347,159746013,N,FOSTORIA,OH,44830,45-54
3277,15373057,159747206,N,ALPHARETTA,GA,30022,45-54
3204,16196123,159742740,N,LOUISVILLE,KY,40243,55-64
437,5832992,159765017,N,LOUISVILLE,KY,40229,45-54
3063,4612493,159766656,N,HEATH,OH,43056,45-54
1365,16259194,159767004,N,TOLEDO,OH,43610,NOT AVAILABLE
4640,3143335,159763658,N,OTTAWA LAKE,MI,49267,75+
1481,15805394,159763801,N,SPRINGBORO,OH,45066,35-44
2916,3534820,159764031,N,HOLT,MI,48842,NOT AVAILABLE
3608,17048879,159764033,N,PICKERINGTON,OH,43147,NOT AVAILABLE
1373,79755670,159763804,N,COLUMBUS,OH,43207,55-64
4367,76824201,159789820,N,LOUISVILLE,KY,40214,45-54
3067,74021914,159790465,N,HENDERSONVILLE,TN,37075,65-74
2125,3442542,159794403,N,LA GRANGE,KY,40031,55-64
4656,168560,159794281,N,CRESCENT SPRINGS,KY,41017,45-54
1468,18528045,159788446,N,TOLEDO,OH,43613,45-54
1703,1426557,159788576,N,CONNERSVILLE,IN,47331,75+
3581,80399413,159788740,N,KNOXVILLE,TN,37931,55-64
512,80405413,159808924,N,LOUISVILLE,KY,40272,45-54
642,1568418,159810963,N,COVINGTON,KY,41014,45-54
243,16208044,159811010,N,CINCINNATI,OH,45263,45-54
2358,1308185,159811782,N,HUBER HEIGHTS,OH,45424,55-64
4018,16160604,159811569,N,ST MARY OF WD,IN,47876,45-54
197,74437470,159818685,N,CINCINNATI,OH,45230,65-74
1064,3030427,159819885,N,TOLEDO,OH,43615,55-64
245,9534014,159819923,N,NASHVILLE,TN,37210,65-74
516,10664123,159820795,N,MYRTLE BEACH,SC,29579,NOT AVAILABLE
1542,5285424,159821284,N,KETTERING,OH,45429,45-54
3754,80400074,159841598,N,LOUISVILLE,KY,40218,NOT AVAILABLE
4654,11509455,159843932,N,NOLENSVILLE,TN,37135.0,55-64
3376,80399037,159843973,N,MURFREESBORO,TN,37127,45-54
2255,188264,159840014,N,NEWPORT,KY,41071,55-64
114,672179,159863665,N,CINCINNATI,OH,45212,NOT AVAILABLE
3192,5062007,159864333,N,LOUISVILLE,KY,40272,65-74
3567,17733219,159864196,N,LOUISVILLE,KY,40216,35-44
3379,5803734,159868211,N,WESTLAND,MI,48186,35-44
4931,10209327,159868960,N,INDIANAPOLIS,IN,46222,55-64
3412,77025626,159863187,N,LOUISVILLE,KY,40223,NOT AVAILABLE
3796,74390704,159885342,N,CINCINNATI,OH,45213,45-54
132,75457448,159885879,N,LOUISVILLE,KY,40207,35-44
4994,71888781,159887692,N,COLUMBUS,OH,43215,NOT AVAILABLE
556,13357132,159887785,N,BOWLING GREEN,OH,43402.0,35-44
4967,75407425,159889127,N,LITHONIA,GA,30058,NOT AVAILABLE
