HSHD_NUM,HH_KEY,ACCOUNT_KEY,HEAD_OF_HH,CITY,STATE,ZIP_CODE,AGE_RANGE
61,77322860,156819403,N,ERLANGER,KY,41018,35-44
1052,18375831,156724716,N,INDIANAPOLIS,IN,46219,NOT AVAILABLE
3496,6435308,156724729,N,LAMBERTVILLE,MI,48144,45-54
1343,73498309,156724743,N,WALTON,KY,41094,25-34
2263,78744759,156724807,N,CLEVELAND,OH,44129,NOT AVAILABLE
3875,76698059,156724862,N,LOUISVILLE,KY,40214,19-24
27,18604097,156724919,N,INDIANAPOLIS,IN,46268,75+
72,73744356,156724974,N,CINCINNATI,OH,45255,25-34
3661,171313,156725013,N,VILLA HILLS,KY,41017,55-64
1432,76632022,156724947,N,SHEPHERDSVILLE,KY,40165,35-44
675,76946564,156725137,N,ATLANTA,GA,30313,45-54
1100,74515943,156749065,N,GALLOWAY,OH,43119,55-64
1854,74707881,156748697,N,SPRING HILL,TN,37174,45-54
4779,76758783,156748693,N,MANCHESTER,MI,48158,35-44
2242,5087754,156749080,N,CARLISLE,OH,45005,65-74
1396,15804438,156748770,N,CRESTVIEW HILLS,KY,41017,NOT AVAILABLE
2839,76736127,156749223,N,COLUMBUS,OH,43215,55-64
4622,5729605,156748870,N,MONROE,OH,45050,55-64
4933,6220251,156748994,N,LOVELAND,OH,45140,NOT AVAILABLE
2146,4423007,156748996,N,BLANCHESTER,OH,45107,NOT AVAILABLE
1049,18954954,156771195,N,LOUISVILLE,KY,40245.0,25-34
2947,1263712,156771245,N,TIPP CITY,OH,45371,55-64
709,77097350,156771299,N,UNION,KY,41091,35-44
4417,4706688,156770982,N,HAMILTON,OH,45013,35-44
4739,79827937,156770963,N,FAIRBURN,GA,30213.0,35-44
847,75613214,156771336,N,HAMILTON,OH,45013,65-74
120,796405,156771359,N,CINCINNATI,OH,45248,NOT AVAILABLE
3291,16405579,156771365,N,CINCINNATI,OH,45239,65-74
1016,1247992,156771011,N,TROY,OH,45373,NOT AVAILABLE
2577,17727363,156771386,N,UNION,OH,45322,55-64
3981,238177,156771070,N,REYNOLDSBURG,OH,43068,NOT AVAILABLE
291,75492826,156793727,N,ROSSFORD,OH,43460,55-64
2270,8578830,156793749,N,PERU,IN,46970,75+
2460,5139399,156793859,N,WORTHINGTON,OH,43085,55-64
4869,76649827,156794209,N,TOLEDO,OH,43615,NOT AVAILABLE
2025,76661354,156819186,N,CINCINNATI,OH,45211,25-34
3112,18699084,156819209,N,LOUISVILLE,KY,40241,65-74
3650,5607321,156819639,N,WAVERLY,OH,45690,65-74
2781,1331611,156819313,N,CENTERVILLE,OH,45459,55-64
3341,314693,156819703,N,COLUMBUS,OH,43209,65-74
3718,632333,156819709,N,CINCINNATI,OH,45245,NOT AVAILABLE
3032,529276,156819406,N,HAMILTON,OH,45011,NOT AVAILABLE
668,76179259,157060438,N,BROWNSTOWN,MI,48183.0,45-54
4044,78737919,156819414,N,NASHVILLE,TN,37203,25-34
2558,70285185,156819465,N,TOLEDO,OH,43611,45-54
280,79838008,156819807,N,JAMESTOWN,OH,45335,NOT AVAILABLE
4702,77057278,156819783,N,BATAVIA,OH,45103,45-54
2028,79928506,156912013,N,GUILFORD,IN,47022,25-34
3847,16353967,156911925,N,MAINEVILLE,OH,45039,NOT AVAILABLE
3511,75790800,156911834,N,COMMERCE TOWNSHIP,MI,48382,55-64
2118,79771444,156931867,N,MAUMEE,OH,43537,25-34
3638,73686552,156931874,N,COLUMBUS,OH,43220.0,35-44
2337,75323630,156931904,N,FORT WAYNE,IN,46835,45-54
4650,2699361,156931920,N,BURLINGTON,KY,41005,45-54
2719,76769231,156931714,N,BELLBROOK,OH,45305,19-24
2797,74020847,156932057,N,CINCINNATI,OH,45240,NOT AVAILABLE
1477,76656749,156932109,N,MAINEVILLE,OH,45039,NOT AVAILABLE
995,76176753,156931801,N,BATAVIA,OH,45103,45-54
2373,76881291,156931813,N,CINCINNATI,OH,45208,35-44
1870,653358,156932127,N,CINCINNATI,OH,45208,65-74
453,2452527,156932131,N,WILMINGTON,OH,45177,55-64
1454,4606630,156932154,N,UNION,KY,41091,55-64
179,8230694,156967820,N,DAYTON,OH,45424,65-74
3637,16209573,156967975,N,MASON,OH,45040,55-64
4880,16352989,156968284,N,CINCINNATI,OH,45227,35-44
3624,13435595,156968293,N,NASHVILLE,TN,37216,65-74
3911,581591,156968064,N,SOMERVILLE,OH,45064,45-54
2033,7451779,156968068,N,MASON,OH,45040,25-34
2092,80095686,156994011,N,MARYSVILLE,OH,43040,35-44
914,74428858,156993761,N,MCCORDSVILLE,IN,46055.0,NOT AVAILABLE
2664,75424986,156993796,N,COLD SPRING,KY,41076.0,55-64
4620,17476158,156993808,N,EATON,OH,45320,NOT AVAILABLE
4293,80448994,156993843,N,LOVELAND,OH,45140,65-74
3866,6021431,156994227,N,DAYTON,OH,45458,65-74
4696,4895250,156993925,N,CINCINNATI,OH,45213,NOT AVAILABLE
3874,75880215,157016454,N,NASHVILLE,TN,37211,35-44
3198,1565403,157016547,N,FORT THOMAS,KY,41075,45-54
3787,6299207,157016856,N,FAIRFIELD TOWNSHIP,OH,45011,55-64
4769,1504792,157016573,N,LOUISVILLE,KY,40272.0,NOT AVAILABLE
544,77293978,157016871,N,TOLEDO,OH,43614,NOT AVAILABLE
2982,16867069,157016845,N,MURFREESBORO,TN,37129,65-74
826,79921953,157016591,N,TOLEDO,OH,43607,45-54
4259,2290677,157016921,N,MOUNT VERNON,IL,62864,45-54
4290,79957765,157016933,N,HARRISON,OH,45030,35-44
4789,6849960,157060320,N,FORT WAYNE,IN,46845,NOT AVAILABLE
90,75498937,157082395,N,CINCINNATI,OH,45244,NOT AVAILABLE
178,1343246,157081996,N,PERRYSBURG,OH,43551,45-54
4801,9529599,157082015,N,MASON,OH,45040,65-74
1918,73239885,157082039,N,OWENSBORO,KY,42301,35-44
1262,74879278,157082474,N,LOUISVILLE,KY,40214,35-44
3743,75610589,157082535,N,BEAVERCREEK,OH,45440,55-64
1387,76892476,157082563,N,MILFORD,OH,45150,75+
1188,5283297,157082189,N,XENIA,OH,45385,45-54
1248,18147533,157082584,N,MARYSVILLE,MI,48040.0,75+
4036,2747521,157082625,N,LANESVILLE,IN,47136,45-54
1867,75655444,157082258,N,NOVI,MI,48375.0,NOT AVAILABLE
269,77291200,157082345,N,HAMILTON,OH,45013,NOT AVAILABLE
753,14763313,157083017,N,LEXINGTON,KY,40516,75+
3404,4762932,157083057,N,WHEELERSBURG,OH,45694,65-74
4635,9241127,157082862,N,CHILLICOTHE,OH,45601,35-44
1415,6138238,157083139,N,FRANKLIN,OH,45005,65-74
4974,70444744,157082941,N,WALTON,KY,41094,NOT AVAILABLE
336,6697400,157082956,N,LOUISVILLE,KY,40229.0,45-54
4558,75940963,157104210,N,FLORENCE,KY,41042,35-44
4674,73159059,157104586,N,BURLINGTON,KY,41005,NOT AVAILABLE
4052,79841380,157104603,N,CINCINNATI,OH,45247,65-74
1293,75203277,157104320,N,FAIRFIELD,OH,45014,65-74
1114,6767504,157104775,N,MIDDLETOWN,OH,45042,65-74
2082,12898535,157104391,N,BROOKVILLE,OH,45309,25-34
3123,17879316,157104782,N,MASON,OH,45040,25-34
4673,79887516,157104499,N,FINDLAY,OH,45840,NOT AVAILABLE
1951,235684,157125215,N,MARION,OH,43302,NOT AVAILABLE
3483,4824555,157125227,N,LUDLOW FALLS,OH,45339,65-74
1938,17435750,157124973,N,HAMILTON,OH,45013,NOT AVAILABLE
702,17802211,157125283,N,TROY,OH,45373,65-74
876,7318645,157125297,N,FAIRFIELD,OH,45014,NOT AVAILABLE
3751,16166001,157125282,N,REYNOLDSBURG,OH,43068,65-74
4945,1655602,157125030,N,WATERVILLE,OH,43566,25-34
301,773559,157125048,N,CINCINNATI,OH,45245,55-64
2728,73456901,157125324,N,SPRINGFIELD,OH,45503,45-54
2458,18765613,157125045,N,MARIETTA,GA,30068,65-74
2275,79910804,157125092,N,BRENTWOOD,TN,37027,45-54
2319,73331887,157125412,N,TRENTON,OH,45067,25-34
2072,73862795,157125150,N,CINCINNATI,OH,45202,NOT AVAILABLE
2200,77808810,157149281,N,SHELBY TOWNSHIP,MI,48316.0,55-64
2239,74921798,157148917,N,GREENSBURG,IN,47240,35-44
4306,76148821,157148929,N,CINCINNATI,OH,45211,NOT AVAILABLE
2117,15162635,157148942,N,NEW RICHMOND,OH,45157,25-34
1038,116993,157148985,N,LOUISVILLE,KY,40219,35-44
4767,545653,157149030,N,HAMILTON,OH,45015,NOT AVAILABLE
316,79984281,157149446,N,SHELBY TOWNSHIP,MI,48316.0,65-74
4838,1296299,157149070,N,SPRINGBORO,OH,45066,NOT AVAILABLE
1264,75067922,157149064,N,GROVE CITY,OH,43123.0,65-74
4856,73156449,157149508,N,BRAZIL,IN,47834,NOT AVAILABLE
1880,16221537,157149482,N,MAINEVILLE,OH,45039,NOT AVAILABLE
2760,8550965,157149151,N,BEREA,KY,40403,35-44
287,2670799,157149555,N,CINCINNATI,OH,45248,65-74
502,656710,157149509,N,CINCINNATI,OH,45209,65-74
405,15788253,157149166,N,REYNOLDSBURG,OH,43068,25-34
4722,1648031,157149657,N,HOLLAND,OH,43528,NOT AVAILABLE
4877,78301478,157149639,N,BRENTWOOD,TN,37027,NOT AVAILABLE
1224,589377,157149598,N,WEST CHESTER,OH,45069,65-74
1267,74245611,157149671,N,WEST CHESTER,OH,45069,NOT AVAILABLE
2840,8340751,157190877,N,CINCINNATI,OH,45211,35-44
1050,728715,157190603,N,CINCINNATI,OH,45233,55-64
2539,77783666,157190608,N,CINCINNATI,OH,45249,25-34
1288,77091374,157191012,N,BRAZIL,IN,47834,35-44
1308,6525061,157190613,N,HIGHLAND,MI,48357,NOT AVAILABLE
3024,77289971,157190567,N,CINCINNATI,OH,45248,55-64
1902,74522679,157190991,N,SPRINGFIELD,OH,45503,75+
4091,76466358,157190619,N,COLD SPRING,KY,41076,45-54
3632,75171158,157191027,N,CINCINNATI,OH,45245.0,25-34
790,77228453,157191093,N,ROYAL OAK,MI,48073,45-54
1221,74395978,157191108,N,CINCINNATI,OH,45208,25-34
1198,78743707,157190714,N,COAL GROVE,OH,45638,45-54
2135,12645074,157191160,N,CINCINNATI,OH,45226,45-54
1078,75720203,157191215,N,MILFORD,OH,45150,65-74
3790,17411531,157190865,N,WAYNESVILLE,OH,45068,55-64
528,1957968,157191400,N,MONROE,MI,48162,65-74
484,829775,157191420,N,COVINGTON,OH,45318,65-74
4427,17953255,157282991,N,WAVERLY,OH,45690,NOT AVAILABLE
2778,17575208,157214333,N,MASON,OH,45040,65-74
2775,16138418,157214846,N,LOUISVILLE,KY,40272,45-54
2598,16184114,157214461,N,XENIA,OH,45385,NOT AVAILABLE
2706,2769473,157214513,N,HAMILTON,OH,45013.0,75+
205,534518,157214911,N,HAMILTON,OH,45013,65-74
4625,79906609,157214974,N,MOORESVILLE,IN,46158.0,45-54
4421,793222,157214608,N,CINCINNATI,OH,45247,65-74
324,981326,157214959,N,INDIANAPOLIS,IN,46256,75+
4250,18503935,157214963,N,PEWEE VALLEY,KY,40056,NOT AVAILABLE
888,261041,157214600,N,WESTERVILLE,OH,43081,75+
2060,17520696,157215021,N,BLUE ASH,OH,45241,65-74
1963,77133587,157235668,N,FAIRFIELD,OH,45014,65-74
3771,16673391,157235313,N,CHARLESTON,WV,25302,35-44
805,16082777,157235343,N,FLORENCE,KY,41042,35-44
2170,5675287,157235778,N,FLUSHING,MI,48433,45-54
4230,75653005,157235788,N,INDIANAPOLIS,IN,46214,35-44
1286,9664522,157235398,N,EDGEWOOD,KY,41018,55-64
226,79907939,157235847,N,WESTERVILLE,OH,43081,75+
706,9406171,157235858,N,LEXINGTON,KY,40509,45-54
4435,79912906,157235502,N,INDIANAPOLIS,IN,46239,25-34
4001,18004897,157235594,N,LEBANON,OH,45036,65-74
2730,693795,157235605,N,CINCINNATI,OH,45220,NOT AVAILABLE
4491,425267,157235559,N,TOLEDO,OH,43613,NOT AVAILABLE
2886,9746140,157235563,N,BATAVIA,OH,45103,75+
4154,4618453,157235619,N,LEBANON,OH,45036,55-64
1911,15533804,157258412,N,BROWNSBURG,IN,46112,55-64
2710,8409147,157258413,N,MILFORD,OH,45150,75+
2601,73553022,157258431,N,LOUISVILLE,KY,40258.0,35-44
4675,16735787,157258930,N,COLUMBUS,OH,43212,45-54
1980,73972550,157258590,N,NORWOOD,OH,45212.0,NOT AVAILABLE
1391,420912,157259042,N,TOLEDO,OH,43611,65-74
1611,78306495,157258684,N,MASON,OH,45040,65-74
4440,73148041,157259203,N,LOUISVILLE,KY,40241,NOT AVAILABLE
700,57788,157259173,N,CRESTWOOD,KY,40014,45-54
3463,15269360,157259200,N,LAMBERTVILLE,MI,48144,55-64
1669,74696738,157283050,N,JEFFERSONVILLE,IN,47130,NOT AVAILABLE
966,16301854,157282808,N,CINCINNATI,OH,45245,NOT AVAILABLE
3639,79879613,157283304,N,EASTPOINTE,MI,48021,55-64
1455,79891338,157283139,N,MEMPHIS,MI,48041,55-64
160,9767407,157282793,N,FRANKLIN,OH,45005,55-64
4734,76687931,157283476,N,COLUMBUS,OH,43207,NOT AVAILABLE
127,535867,157282797,N,HAMILTON,OH,45013,55-64
1170,76182499,157283417,N,NASHVILLE,TN,37217,55-64
1598,15427545,157283345,N,LOUISVILLE,KY,40245,55-64
1546,5098524,157282959,N,BLOOMINGTON,IN,47401,NOT AVAILABLE
1456,77194242,157283460,N,FAIRFIELD,OH,45014,NOT AVAILABLE
4085,70431042,157283392,N,EATON,OH,45320,55-64
3574,5860952,157324639,N,NEW ALBANY,IN,47150,45-54
3946,4249826,157325084,N,TROY,OH,45373,65-74
1022,744521,157324724,N,CINCINNATI,OH,45238,55-64
3951,76842301,157325178,N,FRANKLIN,TN,37067,25-34
1907,189994,157325216,N,HIGHLAND HEIGHTS,KY,41076,55-64
3820,77539441,157324833,N,FARMINGTON HILLS,MI,48331,45-54
4878,79947382,157324763,N,FT THOMAS,KY,41075,25-34
22,805956,157325343,N,CINCINNATI,OH,45251,75+
4309,1081204,157325347,N,OVID,MI,48866,25-34
1698,9217402,157324870,N,NOBLESVILLE,IN,46060,25-34
2051,743829,157325566,N,CINCINNATI,OH,45238,75+
1939,16160195,157325406,N,SHELBYVILLE,KY,40065,65-74
686,9204472,157325420,N,PICKERINGTON,OH,43147,35-44
4538,73730582,157348967,N,BARBOURSVILLE,WV,25504,25-34
162,15773221,157349239,N,REYNOLDSBURG,OH,43068,25-34
1113,79994762,157349101,N,GROVE CITY,OH,43123,45-54
3369,8483986,157349735,N,LOUISVILLE,KY,40210.0,NOT AVAILABLE
978,80448966,157349739,N,CINCINNATI,OH,45209,19-24
4177,80244392,157349277,N,FORT MYERS,FL,33908,NOT AVAILABLE
3410,76084856,157349801,N,INDIANAPOLIS,IN,46254,NOT AVAILABLE
2056,5512239,157349363,N,FRANKLIN,TN,37064,75+
594,6545926,157349218,N,ALEXANDRIA,KY,41001,75+
3085,1553404,157349626,N,ELSMERE,KY,41018,65-74
2695,5081518,157349252,N,LOVELAND,OH,45140,45-54
3674,17876320,157349285,N,MILFORD,OH,45150,65-74
2853,109763,157349790,N,LOUISVILLE,KY,40299,75+
549,80338124,157370555,N,MARIETTA,GA,30067,35-44
4903,11164091,157370238,N,GEORGETOWN,KY,40324,NOT AVAILABLE
1033,13454445,157370664,N,HAMILTON,OH,45011,45-54
3129,79910348,157370685,N,SPRING HILL,TN,37174.0,55-64
1258,76940113,157370362,N,DAYTON,OH,45458,NOT AVAILABLE
1355,75654307,157370367,N,HILLSBORO,OH,45133,35-44
1096,73085605,157457544,N,NOLENSVILLE,TN,37135,NOT AVAILABLE
478,79905989,157370765,N,DEARBORN HEIGHTS,MI,48125,45-54
3328,3268456,157370426,N,COLUMBUS,OH,43212,45-54
4885,6662823,157370808,N,CINCINNATI,OH,45248,55-64
278,79969282,157370485,N,ANTIOCH,TN,37013,55-64
2261,577072,157370833,N,MONROE,OH,45050,65-74
2548,77020807,157390274,N,CANAL WINCHESTER,OH,43110,55-64
1160,6383053,157390622,N,CINCINNATI,OH,45206,35-44
4064,70014372,157390318,N,COLUMBUS,OH,43232,45-54
3165,9926966,157390682,N,CINCINNATI,OH,45203,NOT AVAILABLE
3334,74544081,157390662,N,FARMINGTON HILLS,MI,48334,75+
1691,13387591,157390703,N,POWELL,OH,43065,45-54
1382,1546653,157390442,N,COLD SPRING,KY,41076,65-74
38,1653677,157390443,N,PERRYSBURG,OH,43551,35-44
3530,75276500,157390392,N,OWENSBORO,KY,42301,65-74
4525,74770170,157390707,N,LAKE ORION,MI,48362,NOT AVAILABLE
3856,2757168,157390482,N,GAHANNA,OH,43230,45-54
1341,18789974,157390775,N,CINCINNATI,OH,45231,55-64
2505,79949254,157414173,N,MOORESVILLE,IN,46158,55-64
4781,18955640,157413820,N,FAIRFIELD TOWNSHIP,OH,45014,NOT AVAILABLE
4260,18011272,157413936,N,LOGANVILLE,GA,30052,45-54
2938,18100710,157414376,N,HARRISON,OH,45030,55-64
4602,16276573,157413998,N,WESTFIELD,IN,46074,NOT AVAILABLE
2900,17585013,157414405,N,FRANKLIN,TN,37067,NOT AVAILABLE
3153,75308833,157457178,N,BLACKLICK,OH,43004,45-54
2463,75708569,157456852,N,LOUISVILLE,KY,40206,55-64
561,79909990,157456893,N,CINCINNATI,OH,45230,25-34
3973,6881409,157457297,N,FORT THOMAS,KY,41075,45-54
2852,191224,157457300,N,NEWPORT,KY,41071,55-64
615,5896609,157456900,N,COVINGTON,KY,41014,55-64
880,80003853,157457310,N,COLUMBUS,OH,43212,NOT AVAILABLE
713,75624585,157457325,N,URBANA,OH,43078,25-34
2895,13300814,157456916,N,WHITE LAKE,MI,48383,65-74
4623,79909516,157457322,N,HARRISON,OH,45030,65-74
1418,76576007,157457352,N,CINCINNATI,OH,45236,45-54
3848,16194552,157456968,N,HAMILTON,OH,45013,55-64
1225,79949268,157457370,N,LEXINGTON,KY,40503,45-54
2717,5994734,157457390,N,GROVE CITY,OH,43123,35-44
4098,77705579,157457427,N,DELAWARE,OH,43015,35-44
1883,6132277,157457519,N,TOLEDO,OH,43612,45-54
4881,16972818,157457555,N,ELSMERE,KY,41018,35-44
4302,6137801,157457547,N,HILLIARD,OH,43026,35-44
924,4707036,157457163,N,MIDDLETOWN,OH,45044,75+
2112,79969693,157457646,N,MARENGO,OH,43334,35-44
1441,79973781,157457600,N,CINCINNATI,OH,45230,25-34
4848,76862558,157457656,N,UNION,KY,41091,NOT AVAILABLE
3901,2717265,157549159,N,CINCINNATI,OH,45215,45-54
2731,10369814,157549187,N,CRESTWOOD,KY,40014,45-54
2630,77192601,157549216,N,SOUTH SHORE,KY,41175,55-64
1935,75425482,157549290,N,GROVE CITY,OH,43123,55-64
3356,76971394,157549271,N,KNOXVILLE,TN,37919,45-54
3659,72002877,157549334,N,SIDNEY,OH,45365,35-44
4577,3835223,157549377,N,GROVE CITY,OH,43123,NOT AVAILABLE
4603,6824213,157549742,N,MIAMISBURG,OH,45342,75+
907,18177602,157549752,N,COLUMBUS,OH,43221,45-54
1884,192648,157549821,N,HIGHLAND HEIGHTS,KY,41076,55-64
3070,78380984,157580245,N,WESTLAND,MI,48185,25-34
1647,75346511,157579939,N,LOUISVILLE,KY,40207,35-44
622,77146632,157580227,N,LEXINGTON,KY,40513,45-54
3279,14375782,157580229,N,BAY CITY,MI,48706,45-54
292,76701574,157580294,N,LA VERGNE,TN,37086,25-34
4510,75173459,157580300,N,ATLANTA,GA,30339,35-44
854,80036599,157580366,N,LOUISVILLE,KY,40241,55-64
3508,16355840,157580499,N,WHITELAND,IN,46184,45-54
2354,17330230,157580012,N,COLUMBUS,OH,43204,55-64
4645,76583075,157580428,N,WASHINGTON CH,OH,43160,NOT AVAILABLE
1676,80036550,157580469,N,MARION,OH,43302,25-34
687,80034740,157580194,N,CLEVES,OH,45002,NOT AVAILABLE
327,5721582,157580546,N,TOLEDO,OH,43615,45-54
641,14978180,157606858,N,OTTAWA LAKE,MI,49267.0,65-74
2397,18955045,157607294,N,LOUISVILLE,KY,40291,65-74
2067,79973007,157606999,N,SELLERSBURG,IN,47172,25-34
2488,5513222,157607026,N,BRENTWOOD,TN,37027,65-74
2824,2572156,157607312,N,LEXINGTON,KY,40511,55-64
985,76824063,157607360,N,WEST CHESTER,OH,45069,75+
1406,75265401,157607338,N,MASON,OH,45040,75+
2963,74795384,157607343,N,LOUISVILLE,KY,40214,NOT AVAILABLE
735,10805122,157607353,N,BURLINGTON,KY,41005,55-64
170,77406025,157631445,N,DEARBORN HEIGHTS,MI,48125.0,45-54
1317,940060,157631121,N,FISHERS,IN,46038,55-64
144,80038985,157631186,N,ATLANTA,GA,30309,35-44
2268,550183,157631269,N,MARYSVILLE,OH,43040,NOT AVAILABLE
3745,73737230,157631645,N,DACULA,GA,30019,NOT AVAILABLE
4621,79996516,157631096,N,COLUMBUS,OH,43227,35-44
1534,78060354,157631503,N,TROY,MI,48083,25-34
2641,76702054,157631254,N,PONTIAC,MI,48342,45-54
1648,15155721,157631736,N,MAUMEE,OH,43537,55-64
4751,74753348,157631391,N,CUTLER,IN,46920,NOT AVAILABLE
4893,17492113,157631761,N,DUBLIN,OH,43016,NOT AVAILABLE
2359,166965,157631406,N,COVINGTON,KY,41014,45-54
3660,16316363,157670215,N,TOLEDO,OH,43612,75+
1748,80039516,157670247,N,CINCINNATI,OH,45245.0,55-64
3618,79748007,157670643,N,CINCINNATI,OH,45240,55-64
3537,6949899,157670748,N,LEBANON,OH,45036,35-44
776,17953558,157670784,N,HILLSBORO,OH,45133,55-64
2152,16345315,157670388,N,CINCINNATI,OH,45227.0,NOT AVAILABLE
1194,12395918,157670445,N,FT MITCHELL,KY,41017,55-64
3234,549859,157670450,N,LEBANON,OH,45036,35-44
1179,17675061,157670840,N,LOUISVILLE,KY,40229,35-44
1272,80094646,157670596,N,CINCINNATI,OH,45209,25-34
1,15706967,157670225,N,COLUMBUS,OH,43213,55-64
1350,73153887,157670911,N,LEXINGTON,KY,40514,25-34
4305,78324936,157670294,N,COLUMBUS,OH,43227,35-44
645,80043297,157670887,N,WASHINGTON,MI,48094,55-64
3017,77398599,157692647,N,LEXINGTON,KY,40509,45-54
417,75235939,157692665,N,ELKHART,IN,46517.0,35-44
1448,80095274,157692992,N,FREMONT,OH,43420,NOT AVAILABLE
1569,5988911,157693011,N,LEXINGTON,KY,40514,45-54
3179,78075369,157693035,N,FLORENCE,KY,41042,NOT AVAILABLE
3573,77136616,157693039,N,WEST HARRISON,IN,47060,55-64
1314,6525364,157692802,N,FLUSHING,MI,48433,55-64
2470,77688044,157693144,N,SPEEDWAY,IN,46224,45-54
477,18287809,157692847,N,FORT WAYNE,IN,46835,55-64
4231,15888444,157692872,N,LANSING,MI,48910,35-44
2550,4284394,157693192,N,CALIFORNIA,KY,41007,65-74
566,72044699,157693214,N,BATAVIA,OH,45103,65-74
4051,74921477,157713210,N,BATAVIA,OH,45103,35-44
937,5213048,157713283,N,MASON,OH,45040,35-44
4780,76588592,157713263,N,CINCINNATI,OH,45238,55-64
4457,73068968,157808563,N,N COLLEGE HL,OH,45224,NOT AVAILABLE
101,74815322,157713559,N,SADIEVILLE,KY,40370,45-54
4806,80033884,157713299,N,ANTIOCH,TN,37013,35-44
134,5730239,157713621,N,SOUTH LEBANON,OH,45065,45-54
1948,894763,157713684,N,SPRINGBORO,OH,45066,65-74
3383,77408607,157713397,N,BROWNSBURG,IN,46112,65-74
4665,75324928,157713709,N,FLORENCE,KY,41042,35-44
635,70648282,157733238,N,PEEBLES,OH,45660,65-74
612,5537734,157733253,N,BELLEVUE,KY,41073,55-64
4757,2887135,157733555,N,TIFFIN,OH,44883,65-74
4380,5010080,157733624,N,HARRISON,OH,45030,NOT AVAILABLE
3010,2457274,157733650,N,MONTGOMERY,OH,45242.0,55-64
4172,15002430,157733333,N,LOUISVILLE,KY,40242,75+
4248,16938278,157733387,N,CINCINNATI,OH,45224,25-34
1174,77954660,157756282,N,PROSPECT,KY,40059.0,NOT AVAILABLE
4978,2891528,157756296,N,CINCINNATI,OH,45240,NOT AVAILABLE
3835,808308,157756314,N,CINCINNATI,OH,45230,65-74
1471,3036303,157756024,N,TROY,OH,45373,65-74
1541,174422,157756348,N,VILLA HILLS,KY,41017,NOT AVAILABLE
564,123668,157756023,N,LOUISVILLE,KY,40213,75+
4897,3194031,157756414,N,WEST HARRISON,IN,47060,25-34
4988,122182,157756464,N,LOUISVILLE,KY,40241,NOT AVAILABLE
1356,74543690,157785573,N,HARRISON,OH,45030.0,25-34
1801,1788156,157785418,N,BURLINGTON,KY,41005,NOT AVAILABLE
2184,6933260,157785419,N,LEXINGTON,KY,40515,NOT AVAILABLE
3799,16951569,157785432,N,CINCINNATI,OH,45245,35-44
4591,804054,157785636,N,WYOMING,OH,45215,45-54
4647,80276966,157785641,N,CINCINNATI,OH,45215,NOT AVAILABLE
2034,70403004,157785676,N,CINCINNATI,OH,45245,25-34
4514,15812552,157808199,N,CINCINNATI,OH,45224.0,NOT AVAILABLE
2583,600395,157807840,N,MILFORD,OH,45150,55-64
774,3647299,157808238,N,UNION,KY,41091,45-54
3001,73353957,157808250,N,LOUISVILLE,KY,40229,25-34
3900,6599366,157807881,N,FREMONT,OH,43420,35-44
601,4903874,157807916,N,INDIANAPOLIS,IN,46239,35-44
656,6902522,157808405,N,ALGONAC,MI,48001,55-64
3415,75877399,157808384,N,INDEPENDENCE,KY,41051,65-74
2327,74075187,157808506,N,BLANCHESTER,OH,45107,45-54
4907,16732841,157808556,N,BURTON,MI,48529,65-74
4995,77704135,157808518,N,LANCASTER,OH,43130,NOT AVAILABLE
317,2664951,157808108,N,LOVELAND,OH,45140,45-54
2857,77697112,157877808,N,MONTGOMERY,OH,45242,75+
1809,70343943,157808882,N,NASHVILLE,TN,37215.0,25-34
782,1007326,157808811,N,INDIANAPOLIS,IN,46236,55-64
32,76839617,157808730,N,HIGHLAND HEIGHTS,KY,41076.0,19-24
4820,833931,157808926,N,FAIRBORN,OH,45324,35-44
1673,11089743,157808720,N,SULLIVAN,IN,47882,25-34
24,17701421,157808965,N,WALTON,KY,41094,25-34
2805,76560784,157808887,N,SOUTHGATE,KY,41071,55-64
918,1672363,157808594,N,WHITEHOUSE,OH,43571,55-64
4925,16251153,157808850,N,BRIGHTON,MI,48114,35-44
4748,70633543,157831414,N,ROANOKE,IN,46783,55-64
1469,76238794,157831017,N,COLUMBUS,OH,43212,25-34
2633,16133654,157831444,N,FAIRFIELD,OH,45014,NOT AVAILABLE
2014,75970423,157831097,N,PICKERINGTON,OH,43147,35-44
4247,5910811,157831629,N,CINCINNATI,OH,45245,NOT AVAILABLE
1146,685856,157831659,N,LOVELAND,OH,45140,45-54
461,80037440,157831663,N,OWOSSO,MI,48867,65-74
1236,15902634,157831683,N,MONROE,GA,30655,35-44
3910,80037741,157831743,N,SHELBY TOWNSHIP,MI,48316,45-54
884,721037,157831780,N,CINCINNATI,OH,45231,65-74
1249,79960526,157853267,N,WEST CHESTER,OH,45069,45-54
1519,15432271,157853291,N,CINCINNATI,OH,45213,45-54
2144,80049915,157853297,N,LAWRENCEVILLE,GA,30043,35-44
4174,17231575,157853139,N,COLUMBUS,OH,43229,55-64
3949,216126,157853552,N,CABLE,OH,43009,55-64
4021,11177853,157853241,N,GEORGETOWN,KY,40324.0,55-64
4438,75530394,157853749,N,LOUISVILLE,KY,40218,25-34
1969,18599012,157853770,N,NASHVILLE,TN,37211,25-34
581,6771628,157853163,N,DAYTON,OH,45458,45-54
391,509681,157853223,N,LOUISVILLE,KY,40243,55-64
2410,80087723,157877479,N,ASHVILLE,OH,43103,45-54
